"","Nome","Clube","Preço","J","Média","Últ. Pont.","Variação","RB","G","A","SG","FS","FF","FD","FT","DD","DP","GC","CV","CA","PP","GS","FC","I","PE"
"33","Joao Rojas (ATA)","São Paulo","10,32",8,"6,41","5,00","0,11",14,1,4,NA,11,7,1,NA,NA,NA,NA,NA,1,NA,NA,7,3,10
"34","Marcos Rocha (LAT)","Palmeiras","14,63",15,"6,40","0,00","0,00",55,1,2,5,15,NA,2,1,NA,NA,NA,NA,4,NA,NA,30,NA,65
"35","Trauco (LAT)","Flamengo","6,45",4,"6,30","0,00","0,00",6,NA,2,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,10
"36","João Ricardo (GOL)","América-MG","8,67",11,"6,21","13,70","0,95",NA,NA,NA,5,1,NA,NA,NA,21,1,NA,NA,NA,NA,12,NA,NA,11
"37","Rodrigo Moledo (ZAG)","Internacional","12,68",14,"6,10","7,20","-0,02",25,1,NA,9,13,5,1,NA,NA,NA,NA,NA,2,NA,NA,13,1,19
"38","Mateus (LAT)","Vitória","3,57",1,"6,10","0,00","0,00",1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"39","Ángel Romero (ATA)","Corinthians","9,98",13,"6,09","-1,80","-0,32",15,6,2,NA,46,9,4,NA,NA,NA,NA,1,5,NA,NA,17,1,41
"40","Thuler (ZAG)","Flamengo","4,34",7,"6,06","0,00","0,00",13,1,NA,4,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,6,NA,9
"41","Dedé (ZAG)","Cruzeiro","10,97",14,"6,04","0,00","0,00",31,2,NA,5,15,6,5,NA,NA,NA,NA,NA,3,NA,NA,15,1,24
"42","Renê (LAT)","Flamengo","13,65",18,"6,04","8,30","1,33",47,NA,2,10,17,2,4,NA,NA,NA,NA,NA,3,NA,NA,21,1,65
"43","Marinho (ATA)","Grêmio","13,88",6,"6,00","0,00","0,00",10,1,1,NA,15,5,5,NA,NA,NA,NA,NA,1,NA,NA,8,1,10
"44","Paulo Miranda (ZAG)","Grêmio","8,47",6,"5,90","0,00","0,00",11,NA,NA,4,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,14
"45","Nico López (ATA)","Internacional","14,67",16,"5,90","0,00","0,00",16,6,2,NA,13,8,14,3,NA,NA,NA,NA,3,NA,NA,15,4,36
"46","Bruno Cortez (LAT)","Grêmio","14,73",16,"5,88","0,40","-0,90",30,NA,NA,13,21,NA,1,NA,NA,NA,NA,NA,2,NA,NA,23,NA,40
"47","Leonardo Silva (ZAG)","Atlético-MG","10,05",8,"5,81","7,10","0,09",13,2,NA,3,12,2,1,1,NA,NA,NA,NA,3,NA,NA,7,NA,21
"48","Júnior (LAT)","Paraná","8,43",16,"5,75","7,10","1,11",43,1,1,4,29,5,2,NA,NA,NA,NA,NA,3,NA,NA,21,NA,33
"49","Bruno Henrique (MEI)","Palmeiras","11,38",18,"5,67","4,20","0,54",44,5,2,NA,28,10,3,1,NA,NA,NA,NA,4,NA,NA,47,NA,37
"50","Reinaldo (LAT)","São Paulo","11,49",14,"5,67","5,20","-0,08",27,2,1,5,12,12,6,NA,NA,NA,NA,NA,2,NA,NA,24,1,45
"51","Ronaldo (GOL)","Vitória","5,00",7,"5,60","7,20","-0,49",NA,NA,NA,2,3,NA,NA,NA,18,NA,NA,NA,NA,NA,13,NA,NA,1
"52","Maílson (GOL)","Sport","5,20",4,"5,60","0,00","0,00",NA,NA,1,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,NA,NA,2
"53","Diego Alves (GOL)","Flamengo","13,19",17,"5,53","7,70","0,18",NA,NA,NA,10,5,NA,NA,NA,21,1,NA,NA,2,NA,9,NA,NA,22
"54","Rodrygo (ATA)","Santos","12,86",16,"5,50","0,00","0,00",10,6,3,NA,31,8,8,1,NA,NA,NA,NA,1,NA,NA,19,1,42
"55","Léo Moura (LAT)","Grêmio","10,53",10,"5,49","-0,30","-1,13",9,NA,2,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,12
"56","Matheus Fernandes (MEI)","Botafogo","14,07",17,"5,46","4,10","0,94",66,NA,1,NA,22,10,5,1,NA,NA,NA,1,5,NA,NA,24,1,39
"57","Maurício Barbieri (TEC)","Flamengo","14,38",20,"5,39","6,72","0,77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","Luan (ATA)","Atlético-MG","14,35",19,"5,36","0,90","-1,47",50,3,3,NA,15,9,4,1,NA,NA,NA,NA,3,NA,NA,27,2,47
"59","Iago (LAT)","Internacional","12,49",18,"5,36","10,80","0,60",40,NA,1,11,6,5,3,NA,NA,NA,NA,NA,4,NA,NA,21,2,49
"60","Odair Hellmann (TEC)","Internacional","12,39",19,"5,35","6,11","0,20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","Dudu (ATA)","Palmeiras","14,82",16,"5,34","3,00","-2,30",13,4,5,NA,57,11,13,NA,NA,NA,NA,1,6,1,NA,15,3,46
"62","Serginho (MEI)","América-MG","16,58",12,"5,34","0,00","0,00",11,4,3,NA,14,8,6,NA,NA,NA,NA,NA,1,NA,NA,17,1,30
"63","Santos (GOL)","Atlético-PR","12,04",16,"5,34","0,00","0,00",NA,NA,NA,7,2,NA,NA,NA,28,NA,NA,NA,NA,NA,16,NA,NA,9
"64","Edson (MEI)","Bahia","6,40",3,"5,30","0,00","0,00",10,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2
"65","Carlinhos (LAT)","América-MG","12,70",10,"5,26","0,00","0,00",19,1,1,4,11,4,5,NA,NA,NA,NA,NA,3,NA,NA,18,1,27
"66","Éverson (GOL)","Ceará","11,15",18,"5,26","0,00","0,00",NA,NA,NA,6,7,1,NA,NA,35,NA,NA,NA,1,NA,20,1,NA,7
"67","Bressan (ZAG)","Grêmio","10,48",14,"5,24","0,00","0,00",17,1,NA,10,8,2,NA,NA,NA,NA,NA,NA,1,NA,NA,17,NA,17
"68","Thiago Rodrigues (GOL)","Paraná","7,57",11,"5,23","0,00","0,00",NA,NA,NA,4,1,NA,NA,NA,18,1,NA,NA,NA,NA,11,1,NA,5
"69","Ayrton Lucas (LAT)","Fluminense","11,58",13,"5,23","11,50","0,64",28,NA,NA,4,35,4,NA,NA,NA,NA,NA,NA,1,NA,NA,11,NA,24
"70","Nenê (MEI)","São Paulo","11,58",19,"5,16","10,10","1,68",13,8,2,NA,38,12,6,2,NA,NA,NA,NA,5,NA,NA,16,3,59
"71","Egídio (LAT)","Cruzeiro","9,49",13,"5,14","-0,50","-1,39",38,NA,1,5,14,5,NA,NA,NA,NA,NA,NA,2,NA,NA,19,6,49
"72","Diego Souza (MEI)","São Paulo","12,84",16,"5,12","8,60","1,41",5,7,2,NA,25,11,8,1,NA,NA,NA,NA,NA,NA,NA,23,9,31
"73","Carlos Augusto (LAT)","Corinthians","1,22",2,"5,10","0,00","0,00",4,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2
"74","Rodinei (LAT)","Flamengo","13,42",20,"5,06","6,00","0,83",21,NA,2,11,26,5,6,NA,NA,NA,NA,NA,2,NA,NA,14,1,27
"75","Gabriel (ATA)","Santos","14,03",18,"5,05","0,00","0,00",17,6,1,NA,30,25,8,NA,NA,NA,NA,NA,1,NA,NA,18,14,47
"76","Tiago Alves (ZAG)","Ceará","6,87",11,"5,05","0,00","0,00",16,1,NA,6,4,1,NA,NA,NA,NA,NA,NA,1,NA,NA,7,1,11
"77","Juninho Quixadá (ATA)","Ceará","4,53",3,"5,03","0,00","0,00",2,1,1,NA,1,3,NA,1,NA,NA,NA,NA,1,NA,NA,4,2,6
"78","Diego Aguirre (TEC)","São Paulo","12,19",19,"5,01","3,39","-0,60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","Zeca (LAT)","Internacional","10,17",10,"4,98","5,00","-0,11",15,NA,1,6,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,6,2,30
"80","Tiago Nunes (TEC)","Atlético-PR","10,60",6,"4,98","0,00","0,00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","Renato Gaúcho (TEC)","Grêmio","14,68",20,"4,96","2,13","-0,76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","Rhodolfo (ZAG)","Flamengo","8,57",4,"4,95","0,00","0,00",7,NA,NA,3,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,5
"83","Thiago Larghi (TEC)","Atlético-MG","11,67",20,"4,93","6,06","-0,20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Neilton (ATA)","Vitória","12,07",18,"4,92","4,30","1,31",26,5,3,NA,41,14,4,1,NA,NA,NA,NA,5,NA,NA,26,3,68
"85","Yuri (LAT)","Botafogo","1,71",1,"4,90","0,00","0,00",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"86","Leonardo Valencia (MEI)","Botafogo","10,40",17,"4,90","0,00","0,00",19,2,3,NA,25,17,13,1,NA,NA,NA,NA,1,NA,NA,12,NA,43
"87","Giovanni (LAT)","América-MG","9,70",14,"4,88","12,80","1,98",20,3,NA,4,12,5,2,NA,NA,NA,NA,NA,3,NA,NA,10,2,20
"88","Chará (ATA)","Atlético-MG","10,27",8,"4,86","0,40","-1,18",9,1,3,NA,18,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,3,17
"89","Gabriel (MEI)","Corinthians","11,71",16,"4,83","0,00","0,00",59,1,NA,NA,21,4,2,NA,NA,NA,NA,NA,5,NA,NA,34,NA,28
"90","Cássio (GOL)","Corinthians","10,48",12,"4,82","3,40","0,83",1,NA,NA,5,1,NA,NA,NA,20,NA,NA,NA,3,NA,10,1,NA,9
"91","Rafael Sobis (ATA)","Cruzeiro","8,90",11,"4,81","0,00","0,00",10,2,1,NA,15,12,5,2,NA,NA,NA,NA,2,NA,NA,6,2,14
"92","Everton (MEI)","São Paulo","10,70",17,"4,81","-0,30","-0,81",12,5,6,NA,43,6,5,NA,NA,NA,NA,NA,4,NA,NA,25,8,46
"93","Sander (LAT)","Sport","10,92",19,"4,80","5,90","0,90",61,NA,NA,3,34,5,7,NA,NA,NA,NA,NA,6,NA,NA,38,2,43
"94","Marcelo Grohe (GOL)","Grêmio","15,68",14,"4,77","0,00","0,00",NA,NA,NA,10,2,NA,NA,NA,9,NA,NA,NA,NA,NA,5,NA,NA,4
"95","Jailson (GOL)","Palmeiras","13,68",12,"4,75","0,00","0,00",NA,NA,NA,4,NA,NA,NA,NA,23,NA,NA,1,1,NA,11,NA,NA,10
"96","Weverton (GOL)","Palmeiras","9,01",9,"4,74","7,70","0,19",NA,NA,NA,6,1,NA,NA,NA,7,NA,NA,NA,NA,NA,4,NA,NA,3
"97","Luan (ZAG)","Palmeiras","5,20",5,"4,74","0,00","0,00",9,NA,NA,4,5,NA,1,NA,NA,NA,NA,1,2,NA,NA,6,NA,5
"98","Luan (ATA)","Grêmio","14,08",13,"4,73","-3,10","-2,13",16,NA,4,NA,43,19,10,2,NA,NA,NA,NA,1,2,NA,18,3,56
"99","Anderson Martins (ZAG)","São Paulo","7,79",11,"4,68","1,20","0,05",26,1,NA,4,4,4,3,NA,NA,NA,NA,1,4,NA,NA,14,NA,14
"100","Léo Duarte (ZAG)","Flamengo","9,13",17,"4,65","4,50","0,50",22,NA,NA,10,8,4,1,NA,NA,NA,NA,NA,2,NA,NA,9,NA,13
"101","Fellipe Bastos (MEI)","Sport","9,88",19,"4,61","5,20","0,36",37,1,2,NA,21,24,15,NA,NA,NA,NA,NA,1,NA,NA,26,1,61
"102","Marcelo Cirino (ATA)","Atlético-PR","6,12",3,"4,60","0,00","0,00",5,1,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,10
"103","Richard (MEI)","Fluminense","15,10",18,"4,60","2,00","0,17",51,1,1,NA,26,4,6,NA,NA,NA,NA,NA,3,NA,NA,23,NA,42
"104","Victor Luis (LAT)","Palmeiras","8,78",8,"4,55","0,00","0,00",11,NA,NA,4,7,4,3,NA,NA,NA,NA,NA,1,NA,NA,6,NA,18
"105","Jonathan (LAT)","Atlético-PR","9,77",10,"4,54","0,00","0,00",7,NA,3,5,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,NA,9
"106","Dudu (LAT)","Internacional","4,07",2,"4,50","5,00","0,24",NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"107","Kieza (ATA)","Botafogo","7,71",16,"4,47","0,00","0,00",8,5,1,NA,24,10,10,NA,NA,NA,NA,NA,NA,NA,NA,16,5,23
"108","Victor Ferraz (LAT)","Santos","11,43",14,"4,46","0,00","0,00",25,2,NA,4,5,2,4,NA,NA,NA,NA,NA,2,NA,NA,10,4,30
"109","Edimar (LAT)","São Paulo","5,70",6,"4,45","0,00","0,00",7,NA,1,3,4,1,NA,NA,NA,NA,NA,NA,1,NA,NA,5,NA,7
"110","Diego (MEI)","Flamengo","11,51",14,"4,44","14,90","2,30",21,4,1,NA,49,13,3,NA,NA,NA,NA,NA,5,NA,NA,26,7,61
"111","Christian (MEI)","América-MG","9,58",8,"4,38","0,00","0,00",14,1,NA,NA,12,7,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,16
"112","Rodrigo Lindoso (MEI)","Botafogo","9,94",18,"4,33","0,00","0,00",26,4,2,NA,24,13,4,NA,NA,NA,NA,NA,3,NA,NA,20,2,44
"113","Norberto  (LAT)","América-MG","10,69",10,"4,32","0,00","0,00",22,NA,1,3,11,1,1,NA,NA,NA,NA,NA,3,NA,NA,13,NA,16
"114","Silvinho (ATA)","Paraná","8,78",19,"4,31","2,30","-0,64",23,3,NA,NA,43,16,13,1,NA,NA,NA,NA,1,NA,NA,21,1,54
"115","Bruno Alves (ZAG)","São Paulo","10,18",12,"4,28","0,00","0,00",19,1,NA,6,5,1,1,1,NA,NA,NA,NA,4,NA,NA,18,3,14
"116","Cazares (MEI)","Atlético-MG","10,36",14,"4,27","4,10","-0,64",15,3,3,NA,3,16,6,NA,NA,NA,NA,NA,1,NA,NA,10,NA,54
"117","Yago (ZAG)","Botafogo","4,50",4,"4,25","-0,50","-1,32",5,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"118","Moisés (LAT)","Botafogo","6,84",13,"4,21","-3,00","-0,82",35,NA,NA,3,18,3,3,NA,NA,NA,NA,1,1,NA,NA,26,NA,26
"119","Éverton Ribeiro (MEI)","Flamengo","5,89",17,"4,21","-1,30","-0,44",26,3,3,NA,33,13,8,NA,NA,NA,NA,1,4,NA,NA,27,NA,55
"120","Tomás Andrade (MEI)","Atlético-MG","5,79",11,"4,21","3,20","-0,60",12,3,1,NA,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,5,NA,25
"121","Marcinho (ATA)","Atlético-PR","5,59",7,"4,20","0,00","0,00",6,1,1,NA,16,4,5,NA,NA,NA,NA,NA,NA,NA,NA,8,2,16
"122","Léo Pereira (ZAG)","Atlético-PR","3,20",4,"4,17","0,00","0,00",1,NA,NA,4,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,12
"123","Pablo (ATA)","Atlético-PR","10,53",17,"4,15","0,00","0,00",22,5,1,NA,13,16,9,NA,NA,NA,NA,NA,4,NA,NA,35,14,17
"124","Tiago  (ZAG)","Bahia","8,81",14,"4,14","7,20","-0,05",24,1,NA,4,15,9,5,NA,NA,NA,NA,NA,3,NA,NA,25,2,24
"125","Elicarlos (MEI)","Chapecoense","6,92",14,"4,13","0,00","0,00",27,2,NA,NA,30,5,2,NA,NA,NA,NA,NA,2,NA,NA,20,NA,20
"126","Paulo André (ZAG)","Atlético-PR","7,57",6,"4,12","0,00","0,00",3,1,NA,4,5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,6,NA,11
"127","Saulo (GOL)","Botafogo","3,28",7,"4,12","9,50","1,32",NA,NA,NA,2,2,NA,NA,NA,10,1,NA,NA,NA,NA,9,NA,NA,4
"128","Dodô (LAT)","Santos","12,07",18,"4,10","0,00","0,00",38,NA,NA,5,22,5,2,1,NA,NA,NA,NA,3,NA,NA,10,2,56
"129","Pará (LAT)","Flamengo","3,99",4,"4,08","0,00","0,00",4,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4
"130","Fabiano (LAT)","Internacional","8,68",11,"4,08","0,00","0,00",16,NA,1,7,1,4,NA,NA,NA,NA,NA,NA,3,NA,NA,12,NA,36
"131","Marcelo Oliveira (TEC)","Fluminense","10,69",8,"4,04","5,25","0,16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Danilo Fernandes (GOL)","Internacional","10,00",13,"4,01","0,00","0,00",NA,NA,NA,6,2,NA,NA,NA,14,NA,NA,NA,NA,NA,10,NA,NA,3
"133","Gustavo Henrique (ZAG)","Santos","5,54",11,"3,96","0,00","0,00",11,1,NA,4,4,5,6,1,NA,NA,NA,NA,2,NA,NA,15,1,17
"134","Cléber Reis (ZAG)","Paraná","6,70",10,"3,94","6,30","1,79",21,NA,NA,3,8,4,1,NA,NA,NA,NA,1,1,NA,NA,5,2,17
"135","Lucca (ATA)","Internacional","8,41",14,"3,91","0,00","0,00",13,1,3,NA,29,9,5,1,NA,NA,NA,NA,3,NA,NA,13,NA,20
"136","Paolo Guerrero (ATA)","Internacional","11,23",6,"3,90","0,00","0,00",3,1,1,NA,10,5,3,NA,NA,NA,NA,NA,NA,NA,NA,9,2,4
"137","Madson (LAT)","Grêmio","6,27",5,"3,90","0,00","0,00",5,NA,NA,2,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,7
"138","Lisca (TEC)","Ceará","7,19",9,"3,88","0,00","0,00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","William Pottker (ATA)","Internacional","5,30",18,"3,88","2,90","0,08",20,4,NA,NA,29,14,12,1,NA,NA,NA,1,3,NA,NA,19,7,37
"140","Cuca (TEC)","Santos","9,89",3,"3,88","0,00","0,00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","Emerson (LAT)","Atlético-MG","5,24",8,"3,88","4,70","-0,33",15,NA,NA,3,16,2,1,NA,NA,NA,NA,NA,2,NA,NA,17,NA,16
"142","Guto Ferreira (TEC)","Chapecoense","8,30",11,"3,87","0,00","0,00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","Adilson Batista (TEC)","América-MG","9,26",5,"3,85","5,97","0,67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","Marcinho (LAT)","Botafogo","7,46",16,"3,85","3,70","-0,10",25,1,3,3,9,7,4,NA,NA,NA,NA,NA,3,NA,NA,16,1,48
"145","Uribe (ATA)","Flamengo","7,38",6,"3,83","0,00","0,00",3,1,1,NA,1,7,1,1,NA,NA,NA,NA,NA,NA,NA,2,4,6
"146","Hudson (MEI)","São Paulo","8,80",16,"3,83","0,90","-0,92",51,1,NA,NA,13,7,4,NA,NA,NA,NA,NA,7,NA,NA,35,2,25
"147","Thiago Santos (MEI)","Palmeiras","7,91",12,"3,82","0,00","0,00",31,1,NA,NA,14,1,1,1,NA,NA,NA,NA,2,NA,NA,25,1,12
"148","Mantuan (LAT)","Corinthians","4,90",11,"3,80","0,00","0,00",24,NA,NA,3,17,3,NA,NA,NA,NA,NA,NA,1,NA,NA,16,1,32
"149","Bruno Pacheco (LAT)","Chapecoense","7,55",16,"3,79","0,00","0,00",35,NA,NA,4,29,4,NA,NA,NA,NA,NA,NA,4,NA,NA,24,NA,31
"150","Liziero (LAT)","São Paulo","5,48",15,"3,79","-2,30","-1,51",21,NA,NA,6,14,3,NA,NA,NA,NA,NA,NA,2,NA,NA,11,NA,15
"151","Cedric (LAT)","Vitória","3,83",4,"3,78","0,00","0,00",2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,8
"152","Wellington Silva (ATA)","Internacional","3,83",2,"3,75","0,00","0,00",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"153","Osmar Loss (TEC)","Corinthians","11,13",14,"3,75","1,00","-0,40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Cuéllar (MEI)","Flamengo","9,43",15,"3,73","0,00","-0,36",56,NA,1,NA,8,2,3,NA,NA,NA,NA,2,4,NA,NA,34,NA,24
"155","Borja (ATA)","Palmeiras","10,32",6,"3,73","2,00","-0,17",7,1,1,NA,6,12,3,NA,NA,NA,NA,NA,3,NA,NA,11,5,11
"156","Léo (LAT)","Bahia","9,00",16,"3,73","-0,10","-0,16",29,NA,1,4,15,4,4,NA,NA,NA,NA,NA,NA,NA,NA,21,3,41
"157","Caio Monteiro (ATA)","Vasco","4,56",6,"3,73","0,00","0,00",4,1,1,NA,8,4,2,NA,NA,NA,NA,NA,NA,NA,NA,6,1,9
"158","Erick (ATA)","Vitória","5,93",6,"3,72","0,00","0,00",9,1,NA,NA,11,3,1,NA,NA,NA,NA,NA,1,NA,NA,5,1,11
"159","Jucilei (MEI)","São Paulo","8,27",14,"3,68","5,30","-0,01",43,NA,NA,NA,21,2,NA,NA,NA,NA,NA,NA,2,NA,NA,26,NA,27
