"","Nome","Clube","Preço","J","Média","Últ. Pont.","Variação","RB","G","A","SG","FS","FF","FD","FT","DD","DP","GC","CV","CA","PP","GS","FC","I","PE"
"12","Patrick (MEI)","Internacional","18,22",13,"7,94","10,00","0,33",50,3,2,NA,17,7,6,NA,NA,NA,NA,NA,3,NA,NA,23,NA,32
"13","Erick (ATA)","Vitória","6,67",2,"7,90","11,20","2,73",4,1,NA,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5
"14","Zé Rafael  (MEI)","Bahia","20,72",14,"7,88","0,00","0,00",37,2,1,NA,48,16,15,3,NA,NA,NA,NA,3,NA,NA,27,1,33
"15","Lucas Paquetá (MEI)","Flamengo","21,31",13,"7,88","2,10","-1,49",36,4,1,NA,32,7,14,1,NA,NA,NA,NA,3,NA,NA,21,NA,45
"16","Víctor Cuesta (ZAG)","Internacional","17,54",13,"7,83","3,40","-0,38",48,2,1,6,9,1,NA,NA,NA,NA,NA,NA,5,NA,NA,17,1,25
"17","Kannemann (ZAG)","Grêmio","13,09",10,"7,73","3,40","-1,09",34,NA,NA,7,18,2,1,NA,NA,NA,NA,1,3,NA,NA,13,NA,10
"18","Thuler (ZAG)","Flamengo","5,26",5,"7,72","0,00","0,00",9,1,NA,4,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,4
"19","Evandro (LAT)","Sport","3,86",1,"7,70","0,00","0,00",2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
"20","Mena (LAT)","Bahia","11,01",4,"7,62","0,00","0,00",7,1,NA,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,10
"21","Gilberto  (LAT)","Fluminense","11,30",10,"7,57","16,90","2,04",21,3,2,4,15,5,2,NA,NA,NA,NA,1,2,NA,NA,13,1,26
"22","Paulo Miranda (ZAG)","Grêmio","8,37",3,"7,10","0,00","0,00",8,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5
"23","Júnior (LAT)","Paraná","8,10",11,"6,92","5,80","-0,27",34,NA,1,4,24,3,2,NA,NA,NA,NA,NA,2,NA,NA,14,NA,19
"24","Durval (ZAG)","Sport","6,27",2,"6,75","0,00","0,00",2,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Renê (LAT)","Flamengo","12,82",14,"6,70","0,90","-0,88",37,NA,2,9,15,2,3,NA,NA,NA,NA,NA,2,NA,NA,16,1,56
"26","Bruno Cortez (LAT)","Grêmio","16,19",12,"6,61","0,00","0,00",26,NA,NA,10,19,NA,1,NA,NA,NA,NA,NA,1,NA,NA,18,NA,31
"27","Ricardo Oliveira (ATA)","Atlético-MG","10,59",14,"6,60","-1,40","-0,53",8,6,5,NA,15,14,13,NA,NA,NA,NA,NA,2,NA,NA,23,9,23
"28","Rodolfo  (ATA)","Paraná","6,35",2,"6,60","4,80","0,29",1,1,NA,NA,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1
"29","Rodrigo Caio (ZAG)","São Paulo","12,76",2,"6,55","0,00","0,00",3,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3
"30","Nino Paraíba (LAT)","Bahia","14,23",9,"6,53","0,00","0,00",28,NA,1,3,14,3,3,NA,NA,NA,NA,NA,2,NA,NA,10,NA,24
"31","Trauco (LAT)","Flamengo","5,71",3,"6,47","0,00","0,00",4,NA,2,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6
"32","Éder Militão (LAT)","São Paulo","13,26",11,"6,35","1,90","-0,97",29,1,1,5,14,8,2,NA,NA,NA,NA,NA,5,NA,NA,19,NA,26
"33","Willian (ATA)","Palmeiras","11,74",14,"6,33","4,10","0,85",12,7,1,NA,16,7,8,3,NA,NA,NA,NA,2,NA,NA,28,5,7
"34","Matheus Fernandes (MEI)","Botafogo","14,50",13,"6,31","3,40","-0,51",54,NA,1,NA,18,7,3,1,NA,NA,NA,NA,4,NA,NA,16,1,29
"35","Jonatan Álvez (ATA)","Internacional","8,06",1,"6,30","6,30","0,06",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
"36","Ángel Romero (ATA)","Corinthians","12,33",9,"6,24","16,80","2,90",13,3,2,NA,37,9,2,NA,NA,NA,NA,NA,5,NA,NA,13,NA,30
"37","Bruno Henrique (MEI)","Palmeiras","11,21",13,"6,18","4,40","-2,26",37,3,2,NA,25,8,1,1,NA,NA,NA,NA,3,NA,NA,36,NA,28
"38","Walter (GOL)","Corinthians","8,96",7,"6,17","0,00","0,00",NA,NA,NA,2,1,NA,NA,NA,15,NA,NA,NA,NA,NA,6,NA,NA,1
"39","Léo Moura (LAT)","Grêmio","11,66",9,"6,13","0,00","0,00",8,NA,2,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,11
"40","Dedé (ZAG)","Cruzeiro","11,60",12,"6,13","0,00","0,00",24,2,NA,5,11,5,5,NA,NA,NA,NA,NA,3,NA,NA,14,1,18
"41","Marcelo Lomba (GOL)","Internacional","7,47",2,"6,10","0,00","0,00",NA,NA,NA,1,1,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,1
"42","Mateus (LAT)","Vitória","3,57",1,"6,10","6,10","2,57",1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"43","Rodrigo Moledo (ZAG)","Internacional","12,16",10,"5,96","0,00","0,00",21,1,NA,5,10,4,1,NA,NA,NA,NA,NA,2,NA,NA,13,1,11
"44","Réver (ZAG)","Flamengo","15,74",8,"5,94","6,80","0,30",6,1,NA,4,10,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"45","Diego Alves (GOL)","Flamengo","12,30",13,"5,91","0,70","-0,83",NA,NA,NA,8,3,NA,NA,NA,18,NA,NA,NA,1,NA,6,NA,NA,16
"46","Yago (ZAG)","Botafogo","5,82",3,"5,83","0,00","0,00",5,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"47","Cássio (GOL)","Corinthians","12,19",8,"5,81","13,40","3,65",NA,NA,NA,4,NA,NA,NA,NA,14,NA,NA,NA,1,NA,6,NA,NA,5
"48","Neilton (ATA)","Vitória","11,91",13,"5,81","1,30","-0,08",20,4,3,NA,31,11,4,NA,NA,NA,NA,NA,3,NA,NA,16,3,50
"49","Ruan Renato (ZAG)","Vitória","3,31",1,"5,80","5,80","1,31",2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4
"50","Moisés (LAT)","Botafogo","9,13",9,"5,80","10,00","1,13",27,NA,NA,3,14,3,3,NA,NA,NA,NA,NA,1,NA,NA,16,NA,21
"51","Leonardo Silva (ZAG)","Atlético-MG","10,01",4,"5,78","9,30","0,13",3,2,NA,1,4,1,NA,1,NA,NA,NA,NA,2,NA,NA,3,NA,9
"52","Rodinei (LAT)","Flamengo","12,86",15,"5,77","0,00","-0,87",16,NA,2,9,24,4,4,NA,NA,NA,NA,NA,2,NA,NA,6,1,17
"53","Egídio (LAT)","Cruzeiro","9,76",10,"5,72","-0,50","-0,84",29,NA,NA,5,11,5,NA,NA,NA,NA,NA,NA,1,NA,NA,15,4,31
"54","Nenê (MEI)","São Paulo","10,55",14,"5,68","3,20","-0,75",11,6,2,NA,33,11,5,2,NA,NA,NA,NA,5,NA,NA,15,2,46
"55","Bressan (ZAG)","Grêmio","10,28",12,"5,64","0,00","0,00",17,1,NA,9,6,1,NA,NA,NA,NA,NA,NA,1,NA,NA,16,NA,15
"56","Marcos Rocha (LAT)","Palmeiras","12,25",14,"5,63","1,10","-1,24",51,1,1,4,14,NA,NA,1,NA,NA,NA,NA,4,NA,NA,29,NA,61
"57","Maílson (GOL)","Sport","5,20",4,"5,60","0,00","0,00",NA,NA,1,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,NA,NA,2
"58","Luan (ATA)","Atlético-MG","15,67",14,"5,55","0,00","0,00",42,2,2,NA,10,8,4,NA,NA,NA,NA,NA,3,NA,NA,21,2,33
"59","Rodrygo (ATA)","Santos","12,28",12,"5,55","5,40","0,75",5,5,3,NA,24,7,6,NA,NA,NA,NA,NA,1,NA,NA,16,1,34
"60","Leonardo Valencia (MEI)","Botafogo","9,56",13,"5,55","1,10","-0,98",15,2,3,NA,20,14,9,1,NA,NA,NA,NA,1,NA,NA,9,NA,33
"61","Maurício Barbieri (TEC)","Flamengo","13,72",15,"5,54","2,65","-0,53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","Thiago Rodrigues (GOL)","Paraná","6,69",10,"5,51","-4,00","-1,56",NA,NA,NA,4,1,NA,NA,NA,15,1,NA,NA,NA,NA,8,1,NA,3
"63","Leandro Carvalho (ATA)","Ceará","5,86",1,"5,50","0,00","0,00",2,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"64","Reinaldo (LAT)","São Paulo","10,53",10,"5,44","1,00","-2,90",16,2,NA,4,11,9,4,NA,NA,NA,NA,NA,2,NA,NA,17,1,34
"65","Murilo (ZAG)","Cruzeiro","8,07",2,"5,40","0,00","0,00",4,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3
"66","Anderson Martins (ZAG)","São Paulo","8,56",8,"5,38","5,70","-0,51",21,1,NA,3,2,4,1,NA,NA,NA,NA,1,2,NA,NA,9,NA,11
"67","Serginho (MEI)","América-MG","16,58",12,"5,34","0,00","0,00",11,4,3,NA,14,8,6,NA,NA,NA,NA,NA,1,NA,NA,17,1,30
"68","Edson (MEI)","Bahia","6,40",3,"5,30","0,00","0,00",10,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2
"69","Richard (MEI)","Fluminense","15,58",14,"5,23","0,00","0,00",46,1,1,NA,23,3,3,NA,NA,NA,NA,NA,3,NA,NA,19,NA,36
"70","Everton (MEI)","São Paulo","10,62",12,"5,16","-0,30","-1,87",9,4,4,NA,31,5,4,NA,NA,NA,NA,NA,3,NA,NA,14,8,36
"71","Diego Souza (MEI)","São Paulo","12,64",11,"5,15","8,80","0,81",3,5,1,NA,19,7,5,1,NA,NA,NA,NA,NA,NA,NA,15,5,23
"72","Léo Duarte (ZAG)","Flamengo","8,57",13,"5,13","-0,30","-1,05",17,NA,NA,8,8,4,1,NA,NA,NA,NA,NA,1,NA,NA,4,NA,11
"73","Chará (ATA)","Atlético-MG","9,59",3,"5,10","4,80","-0,24",4,1,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4
"74","Borja (ATA)","Palmeiras","12,68",4,"5,08","0,00","0,00",7,1,1,NA,4,10,2,NA,NA,NA,NA,NA,3,NA,NA,11,4,7
"75","Gabriel (ATA)","Santos","14,05",14,"5,05","7,20","0,80",12,5,1,NA,23,22,5,NA,NA,NA,NA,NA,1,NA,NA,16,10,41
"76","Zeca (LAT)","Internacional","9,51",8,"5,05","-1,00","-1,26",15,NA,1,4,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,6,2,28
"77","Barcos (ATA)","Cruzeiro","9,52",3,"5,03","2,20","-1,19",4,1,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4
"78","Thiago Larghi (TEC)","Atlético-MG","11,61",15,"5,00","6,97","0,77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","Eduardo Brock (ZAG)","Ceará","4,61",1,"5,00","0,00","0,00",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","Oswaldo Henríquez (ZAG)","Vasco","5,58",1,"5,00","0,00","0,00",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","Luan (ATA)","Grêmio","16,24",11,"5,00","7,40","1,09",12,NA,3,NA,41,19,8,2,NA,NA,NA,NA,1,1,NA,16,3,46
"82","Rhodolfo (ZAG)","Flamengo","8,57",4,"4,95","0,00","0,00",7,NA,NA,3,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,5
"83","Danilo Avelar (LAT)","Corinthians","7,96",3,"4,93","10,00","2,75",4,NA,NA,2,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,11
"84","Diego Aguirre (TEC)","São Paulo","11,80",14,"4,88","2,77","-0,59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Renato Gaúcho (TEC)","Grêmio","14,84",15,"4,87","3,58","0,35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Cléber Reis (ZAG)","Paraná","6,57",7,"4,82","4,20","-0,13",13,NA,NA,3,6,3,1,NA,NA,NA,NA,NA,1,NA,NA,4,2,8
"87","Marcelo Grohe (GOL)","Grêmio","15,68",14,"4,77","0,70","-0,68",NA,NA,NA,10,2,NA,NA,NA,9,NA,NA,NA,NA,NA,5,NA,NA,4
"88","Lucca (ATA)","Internacional","9,28",11,"4,77","3,20","0,60",13,1,3,NA,26,9,4,1,NA,NA,NA,NA,3,NA,NA,12,NA,20
"89","Odair Hellmann (TEC)","Internacional","11,35",14,"4,76","3,54","-0,22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Jailson (GOL)","Palmeiras","13,51",11,"4,75","0,00","0,00",NA,NA,NA,3,NA,NA,NA,NA,23,NA,NA,1,1,NA,11,NA,NA,9
"91","Cuéllar (MEI)","Flamengo","10,57",11,"4,74","4,20","0,07",49,NA,1,NA,5,1,1,NA,NA,NA,NA,2,2,NA,NA,23,NA,18
"92","Thiago Santos (MEI)","Palmeiras","9,02",8,"4,71","0,00","0,00",20,1,NA,NA,9,NA,1,1,NA,NA,NA,NA,1,NA,NA,11,NA,5
"93","Fagner (LAT)","Corinthians","10,99",6,"4,70","5,20","1,24",10,NA,2,3,4,1,NA,NA,NA,NA,NA,NA,1,NA,NA,9,NA,27
"94","Carlos Gabriel (LAT)","Atlético-MG","3,74",1,"4,70","4,70","0,74",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
"95","Gabriel (MEI)","Corinthians","12,09",13,"4,70","3,70","0,28",48,1,NA,NA,19,4,1,NA,NA,NA,NA,NA,5,NA,NA,30,NA,26
"96","Paolo Guerrero (ATA)","Flamengo","11,64",5,"4,68","1,00","-0,33",3,1,1,NA,9,5,3,NA,NA,NA,NA,NA,NA,NA,NA,8,2,4
"97","Sander (LAT)","Sport","9,95",14,"4,68","1,80","-0,88",41,NA,NA,3,24,4,6,NA,NA,NA,NA,NA,4,NA,NA,30,2,32
"98","Fellipe Bastos (MEI)","Sport","8,96",14,"4,67","0,90","-0,30",27,1,2,NA,13,14,12,NA,NA,NA,NA,NA,1,NA,NA,18,1,46
"99","Eduardo (LAT)","Chapecoense","5,88",8,"4,66","0,40","-1,08",11,NA,2,3,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,18
"100","Wallyson (ATA)","Vitória","10,10",11,"4,63","0,00","0,00",10,2,3,NA,10,9,5,1,NA,NA,NA,NA,2,NA,NA,7,2,26
"101","Kieza (ATA)","Botafogo","8,04",15,"4,57","5,60","0,90",8,5,1,NA,19,9,10,NA,NA,NA,NA,NA,NA,NA,NA,16,5,22
"102","Dudu (ATA)","Palmeiras","15,08",13,"4,53","5,60","0,64",10,3,3,NA,42,6,10,NA,NA,NA,NA,1,5,NA,NA,11,2,38
"103","Nico López (ATA)","Internacional","14,42",12,"4,52","3,60","0,03",8,4,NA,NA,6,5,10,3,NA,NA,NA,NA,2,NA,NA,9,3,26
"104","Rafael Sobis (ATA)","Cruzeiro","8,69",10,"4,46","0,00","0,00",9,2,1,NA,14,12,4,NA,NA,NA,NA,NA,2,NA,NA,6,2,11
"105","Giovanni (LAT)","América-MG","8,61",10,"4,42","8,50","0,73",13,3,NA,1,9,4,1,NA,NA,NA,NA,NA,3,NA,NA,6,1,12
"106","Juninho (MEI)","América-MG","10,39",14,"4,39","13,30","2,00",38,2,NA,NA,14,4,1,NA,NA,NA,NA,NA,2,NA,NA,16,1,35
"107","Caio Monteiro (ATA)","Vasco","4,91",5,"4,38","0,00","0,00",4,1,1,NA,7,4,2,NA,NA,NA,NA,NA,NA,NA,NA,6,1,9
"108","Christian (MEI)","América-MG","9,58",8,"4,38","0,00","0,00",14,1,NA,NA,12,7,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,16
"109","Gilson (LAT)","Botafogo","8,21",8,"4,33","5,60","0,34",17,1,NA,1,20,2,2,NA,NA,NA,NA,NA,2,NA,NA,11,NA,28
"110","Ramon (LAT)","Vasco","8,32",4,"4,33","0,00","0,00",4,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,8
"111","Renato Chaves (ZAG)","Fluminense","8,16",10,"4,32","0,00","0,00",23,NA,1,3,6,NA,2,NA,NA,NA,NA,NA,2,NA,NA,12,NA,22
"112","Norberto  (LAT)","América-MG","10,69",10,"4,32","0,00","0,00",22,NA,1,3,11,1,1,NA,NA,NA,NA,NA,3,NA,NA,13,NA,16
"113","Alisson (MEI)","Grêmio","7,73",3,"4,30","0,00","0,00",4,NA,NA,NA,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"114","Bruno Pacheco (LAT)","Chapecoense","7,28",13,"4,30","4,00","-0,47",29,NA,NA,4,23,4,NA,NA,NA,NA,NA,NA,3,NA,NA,18,NA,24
"115","Silvinho (ATA)","Paraná","8,42",14,"4,28","2,20","0,31",14,3,NA,NA,29,12,10,NA,NA,NA,NA,NA,1,NA,NA,16,1,35
"116","Jonathas (ATA)","Corinthians","6,57",3,"4,27","-0,80","-1,74",3,1,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,2
"117","Ayrton Lucas (LAT)","Fluminense","10,75",8,"4,26","10,40","2,09",14,NA,NA,2,24,3,NA,NA,NA,NA,NA,NA,1,NA,NA,9,NA,16
"118","Madson (LAT)","Grêmio","6,98",4,"4,25","0,00","0,00",3,NA,NA,2,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"119","Saulo (GOL)","Botafogo","1,98",2,"4,25","5,50","0,62",NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","Léo (LAT)","Bahia","10,69",12,"4,24","0,00","0,00",27,NA,1,3,13,2,1,NA,NA,NA,NA,NA,NA,NA,NA,15,3,33
"121","Victor Ferraz (LAT)","Santos","10,44",10,"4,23","10,20","0,56",21,1,NA,2,3,NA,3,NA,NA,NA,NA,NA,1,NA,NA,8,3,16
"122","Hudson (MEI)","São Paulo","9,44",12,"4,23","4,20","-1,22",45,NA,NA,NA,13,7,3,NA,NA,NA,NA,NA,6,NA,NA,28,2,18
"123","Carlinhos (LAT)","América-MG","11,57",6,"4,18","6,60","0,09",7,1,1,1,5,2,5,NA,NA,NA,NA,NA,1,NA,NA,13,1,15
"124","Éverson (GOL)","Ceará","10,02",14,"4,18","0,00","0,00",NA,NA,NA,3,3,NA,NA,NA,28,NA,NA,NA,1,NA,19,1,NA,5
"125","Pio (MEI)","Ceará","7,37",8,"4,18","0,00","0,00",15,1,1,NA,11,9,8,NA,NA,NA,1,NA,2,NA,NA,14,1,26
"126","Tiago Alves (ZAG)","Ceará","5,29",7,"4,17","0,00","0,00",11,NA,NA,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,7
"127","Santos (GOL)","Atlético-PR","9,21",13,"4,10","0,00","0,00",NA,NA,NA,4,2,NA,NA,NA,22,NA,NA,NA,NA,NA,16,NA,NA,6
"128","Clayson (ATA)","Corinthians","9,77",5,"4,08","0,40","-0,01",7,1,1,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,8
"129","Osmar Loss (TEC)","Corinthians","12,01",9,"4,01","6,47","1,03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Osman (ATA)","Chapecoense","3,68",3,"4,00","0,50","-0,06",2,1,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5
"131","Paulo André (ZAG)","Atlético-PR","6,67",4,"3,98","0,00","0,00",3,1,NA,2,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,5,NA,7
"132","Mantuan (LAT)","Corinthians","5,38",10,"3,97","0,00","0,00",23,NA,NA,3,13,2,NA,NA,NA,NA,NA,NA,1,NA,NA,14,1,28
"133","Joao Rojas (ATA)","São Paulo","6,52",3,"3,97","0,70","-0,39",4,NA,1,NA,5,2,1,NA,NA,NA,NA,NA,1,NA,NA,2,1,3
"134","Iago (LAT)","Internacional","10,72",13,"3,94","6,20","0,35",26,NA,NA,6,5,5,2,NA,NA,NA,NA,NA,3,NA,NA,16,2,39
"135","Gustavo Henrique (ZAG)","Santos","5,51",8,"3,94","5,80","0,31",8,1,NA,2,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,8
"136","Mano Menezes (TEC)","Cruzeiro","10,56",15,"3,93","1,03","-0,80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Diego (MEI)","Flamengo","9,40",11,"3,92","1,30","-0,47",14,3,1,NA,38,12,2,NA,NA,NA,NA,NA,5,NA,NA,21,6,48
"138","Claudinei Oliveira (TEC)","Sport","8,70",13,"3,92","1,19","-0,26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Cazares (MEI)","Atlético-MG","10,04",10,"3,90","0,00","0,00",7,2,2,NA,3,13,6,NA,NA,NA,NA,NA,1,NA,NA,7,NA,37
"140","Rodrigo Lindoso (MEI)","Botafogo","8,83",15,"3,90","-1,80","-1,25",18,3,2,NA,23,10,4,NA,NA,NA,NA,NA,3,NA,NA,19,2,34
"141","Diego Pituca (MEI)","Santos","3,93",11,"3,90","3,70","0,81",22,NA,3,NA,17,6,NA,NA,NA,NA,NA,NA,3,NA,NA,15,NA,16
"142","Jean Mota (MEI)","Santos","10,28",13,"3,89","0,00","0,00",21,1,NA,NA,17,14,15,1,NA,NA,NA,NA,3,NA,NA,22,NA,42
"143","Marcelo Oliveira (TEC)","Fluminense","10,31",3,"3,87","6,32","0,99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","Dodô (LAT)","Santos","11,38",14,"3,85","1,80","-1,03",28,NA,NA,3,20,3,2,1,NA,NA,NA,NA,2,NA,NA,6,1,45
"145","Anderson (GOL)","Bahia","4,27",6,"3,82","0,00","0,00",NA,NA,NA,2,1,NA,NA,NA,7,NA,NA,NA,NA,NA,4,NA,NA,2
"146","Elton (MEI)","Bahia","9,65",13,"3,82","0,00","0,00",39,NA,2,NA,5,5,2,NA,NA,NA,NA,NA,1,NA,NA,37,NA,24
"147","Douglas (ZAG)","Chapecoense","7,46",14,"3,78","-2,50","-1,39",22,NA,NA,5,9,3,NA,1,NA,NA,NA,NA,2,NA,NA,16,NA,10
"148","Cedric (LAT)","Vitória","3,83",4,"3,78","0,00","0,00",2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,8
"149","Tomás Andrade (MEI)","Atlético-MG","5,47",8,"3,78","3,20","0,16",9,2,NA,NA,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,4,NA,19
"150","Pará (LAT)","Flamengo","4,32",3,"3,77","0,00","0,00",4,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4
"151","Liziero (LAT)","São Paulo","6,39",11,"3,76","6,00","0,56",15,NA,NA,4,11,1,NA,NA,NA,NA,NA,NA,1,NA,NA,6,NA,8
"152","Tiago  (ZAG)","Bahia","8,40",10,"3,76","0,00","0,00",14,1,NA,3,12,5,3,NA,NA,NA,NA,NA,2,NA,NA,19,2,18
"153","Wellington Silva (ATA)","Internacional","3,83",2,"3,75","0,00","0,00",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"154","Lisca (TEC)","Ceará","6,66",5,"3,74","0,00","0,00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Léo (ZAG)","Cruzeiro","8,32",13,"3,73","1,00","-0,21",17,NA,NA,5,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,11,2,9
"156","Bruno Alves (ZAG)","São Paulo","10,30",9,"3,70","0,00","0,00",11,1,NA,4,4,NA,NA,1,NA,NA,NA,NA,3,NA,NA,12,3,9
"157","Desábato (MEI)","Vasco","8,66",12,"3,67","0,00","0,00",37,NA,1,NA,11,2,NA,NA,NA,NA,NA,1,NA,NA,NA,18,NA,32
"158","Marcos Junior (ATA)","Fluminense","6,46",11,"3,67","-0,20","-0,27",7,2,2,NA,17,4,3,NA,NA,NA,NA,NA,NA,NA,NA,8,6,15
"159","Juninho (MEI)","Ceará","6,22",9,"3,67","0,00","0,00",24,NA,NA,NA,7,7,4,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,33
